City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
97,los llanos de aridane,28.6585,-17.9182,15.62,59,75,6.17,ES,1674448479
98,saint-philippe,-21.3585,55.7679,25.77,78,100,1.25,RE,1674448480
99,iralaya,15.0,-83.2333,24.62,85,3,4.23,HN,1674448480
100,margate,51.3813,1.3862,4.83,71,10,1.34,GB,1674448481
101,vanavara,60.34,102.2797,-33.31,93,100,2.17,RU,1674448481
102,perth,-31.9333,115.8333,37.22,44,0,5.14,AU,1674448240
103,umm lajj,25.0213,37.2685,20.55,53,2,2.99,SA,1674448482
104,qaanaaq,77.484,-69.3632,-34.27,53,10,3.59,GL,1674448482
105,esperance,-33.8667,121.9,24.91,54,0,7.9,AU,1674448439
106,brazzaville,-4.2658,15.2832,22.03,88,100,0.12,CG,1674448262
107,tromso,69.6496,18.957,4.65,81,75,12.35,NO,1674448483
108,bambous virieux,-20.3428,57.7575,26.23,88,75,1.54,MU,1674448484
109,axim,4.8699,-2.2405,25.94,85,22,2.58,GH,1674448484
110,shelton,41.3165,-73.0932,4.16,91,100,5.66,US,1674448485
111,cape town,-33.9258,18.4232,18.95,83,0,1.79,ZA,1674448319
112,bluff,-46.6,168.3333,14.1,57,44,4.36,NZ,1674448485
113,upernavik,72.7868,-56.1549,-25.7,74,100,5.34,GL,1674448486
114,ciudad bolivar,8.1222,-63.5497,23.69,80,55,4.88,VE,1674448486
115,sao filipe,14.8961,-24.4956,20.89,63,20,3.95,CV,1674448486
116,pacific grove,36.6177,-121.9166,13.14,53,0,3.6,US,1674448466
117,clyde river,70.4692,-68.5914,-30.87,69,100,12.86,CA,1674448487
118,padang,-0.9492,100.3543,28.03,87,100,1.27,ID,1674448488
119,qandala,11.472,49.8728,23.79,57,12,2.25,SO,1674448488
120,cruzilia,-21.8386,-44.8083,16.43,95,89,0.77,BR,1674448489
121,hervey bay,-25.2986,152.8535,27.27,59,2,4.51,AU,1674448489
122,yatou,37.15,122.3833,-2.61,64,100,10.36,CN,1674448489
123,prince rupert,54.3161,-130.3201,3.83,92,100,19.55,CA,1674448202
124,iqaluit,63.7506,-68.5145,-21.15,77,100,2.06,CA,1674448490
125,anadyr,64.75,177.4833,-24.72,69,0,2.0,RU,1674448491
126,karratha,-20.7377,116.8463,33.16,49,24,5.52,AU,1674448491
127,necochea,-38.5473,-58.7368,16.22,84,0,3.19,AR,1674448491
128,albany,42.6001,-73.9662,0.68,92,100,0.92,US,1674448492
129,sept-iles,50.2001,-66.3821,-8.0,79,75,2.57,CA,1674448492
130,knysna,-34.0363,23.0471,21.98,75,0,0.91,ZA,1674448493
131,marabba,12.35,32.1833,19.34,21,29,4.55,SD,1674448493
132,vaini,-21.2,-175.2,31.09,70,20,2.57,TO,1674448494
133,port-gentil,-0.7193,8.7815,27.3,77,48,3.5,GA,1674448337
134,sobolevo,54.4299,31.8996,-0.4,91,100,2.44,RU,1674448495
135,vila velha,-20.3297,-40.2925,24.97,94,75,1.54,BR,1674448495
136,kajaani,64.2273,27.7285,-8.97,86,0,4.63,FI,1674448218
137,beringovskiy,63.05,179.3167,-22.45,96,100,6.9,RU,1674448496
138,broome,42.2506,-75.833,0.95,90,100,2.57,US,1674448497
139,tuatapere,-46.1333,167.6833,14.31,56,13,4.07,NZ,1674448497
140,saint-francois,46.4154,3.9054,-0.18,93,100,4.12,FR,1674448498
141,ewa beach,21.3156,-158.0072,26.97,63,20,6.17,US,1674448498
142,saint pete beach,27.7253,-82.7412,22.33,83,75,4.63,US,1674448499
143,yefremov,53.1481,38.0992,-4.62,85,100,2.57,RU,1674448499
144,calama,-22.4667,-68.9333,13.27,62,0,3.6,CL,1674448240
145,tutoia,-2.7619,-42.2744,25.07,88,61,4.25,BR,1674448225
146,carauari,-4.8828,-66.8958,22.49,98,87,0.95,BR,1674448500
147,pevek,69.7008,170.3133,-32.98,91,94,0.81,RU,1674448500
148,sakete,6.7362,2.6587,23.66,92,29,1.11,BJ,1674448501
149,olafsvik,64.8945,-23.7142,1.82,57,46,6.22,IS,1674448502
150,meadow lake,34.8014,-106.5436,4.51,34,100,3.44,US,1674448409
151,bilibino,68.0546,166.4372,-25.12,87,100,1.49,RU,1674448502
152,gallup,35.5281,-108.7426,-1.1,65,100,4.15,US,1674448490
153,bengkulu,-3.8004,102.2655,23.87,94,100,2.46,ID,1674448503
154,mandalgovi,45.7625,106.2708,-25.84,47,3,8.42,MN,1674448504
155,lasa,46.6166,10.7002,-1.47,67,79,2.13,IT,1674448504
156,naze,28.3667,129.4833,18.51,76,64,4.41,JP,1674448505
157,jalu,29.0331,21.5482,10.46,47,0,3.62,LY,1674448506
158,east london,-33.0153,27.9116,20.52,100,0,1.54,ZA,1674448506
159,hithadhoo,-0.6,73.0833,26.85,75,59,1.62,MV,1674448508
160,tilichiki,60.4667,166.1,-12.09,69,100,7.0,RU,1674448508
161,nikolskoye,59.7035,30.7861,-4.06,96,94,0.93,RU,1674448509
162,giaveno,45.047,7.3492,2.1,53,84,1.95,IT,1674448509
163,launceston,-41.45,147.1667,22.41,69,100,2.57,AU,1674448341
164,kaitangata,-46.2817,169.8464,15.98,52,11,6.2,NZ,1674448511
165,sitka,57.0531,-135.33,4.94,75,100,12.35,US,1674448511
166,lavrentiya,65.5833,-171.0,-28.16,93,51,5.68,RU,1674448511
167,riyadh,24.6877,46.7219,13.08,58,90,4.32,SA,1674448362
168,khash,28.2211,61.2158,1.51,46,0,1.98,IR,1674448512
169,malakal,9.5334,31.6605,22.76,18,70,3.22,SS,1674448513
170,sao sebastiao do cai,-29.5867,-51.3756,24.9,83,1,0.72,BR,1674448513
171,airai,-8.9266,125.4092,22.29,65,97,1.39,TL,1674448514
172,pitsunda,43.1592,40.3378,3.1,55,0,2.77,GE,1674448514
173,guerrero negro,27.9769,-114.0611,13.77,67,0,6.11,MX,1674448515
174,xining,36.6167,101.7667,-0.18,12,10,10.59,CN,1674448359
175,bayir,37.2687,28.2167,2.29,67,0,0.83,TR,1674448516
176,sedalia,38.7045,-93.2283,0.95,80,100,2.57,US,1674448516
177,gogrial,8.5332,28.1004,21.66,18,53,3.24,SS,1674448517
178,marysville,48.0518,-122.1771,4.36,90,100,1.54,US,1674448243
179,jaragua,-15.7569,-49.3344,19.64,98,100,1.72,BR,1674448518
180,touros,-5.1989,-35.4608,25.99,80,7,4.15,BR,1674448518
181,muravlenko,63.7898,74.523,-9.24,94,100,5.32,RU,1674448519
182,dallas,32.7668,-96.7836,6.94,60,0,2.57,US,1674448036
183,fougamou,-1.2154,10.5838,22.8,99,99,0.4,GA,1674448519
184,tuktoyaktuk,69.4541,-133.0374,-18.0,85,100,6.17,CA,1674448520
185,fortuna,40.5982,-124.1573,9.43,85,20,4.12,US,1674448520
186,victoria,22.2855,114.1577,23.47,82,6,2.68,HK,1674448451
187,coquimbo,-29.9533,-71.3436,16.85,88,0,1.03,CL,1674448521
188,ottawa,45.4112,-75.6981,-0.79,94,100,2.57,CA,1674448210
189,toba tek singh,30.9743,72.4827,15.5,35,7,3.82,PK,1674448522
190,adet,11.2644,37.4888,15.14,52,64,0.81,ET,1674448522
191,litovko,49.2361,135.1742,-28.11,81,47,1.35,RU,1674448523
192,trairi,-3.2778,-39.2689,24.21,91,68,2.3,BR,1674448277
193,nizwa,22.9333,57.5333,16.11,59,1,0.29,OM,1674448524
194,pauini,-7.7136,-66.9764,21.93,98,81,1.04,BR,1674448524
195,meulaboh,4.1363,96.1285,24.09,91,98,0.5,ID,1674448525
196,berlevag,70.8578,29.0864,3.0,69,75,16.98,NO,1674448525
197,yertsevo,60.7966,40.086,-17.14,100,96,1.58,RU,1674448526
198,mosalsk,54.4881,34.9817,-4.72,95,16,1.46,RU,1674448526
199,puerto ayora,-0.7393,-90.3518,23.64,96,91,1.34,EC,1674448527
200,pangnirtung,66.1451,-65.7125,-25.23,100,100,0.48,CA,1674448527
201,ancud,-41.8697,-73.8203,12.67,93,0,1.03,CL,1674448528
202,zambezi,-13.5432,23.1047,17.69,97,100,2.86,ZM,1674448528
203,seybaplaya,19.65,-90.6667,23.26,87,11,3.56,MX,1674448529
204,verkhoyansk,67.5447,133.385,-47.24,100,95,0.9,RU,1674448529
205,aneho,6.2333,1.6,28.11,81,66,3.91,TG,1674448530
206,sudzha,51.1976,35.2726,-2.63,76,100,3.78,RU,1674448530
207,visby,57.6409,18.296,-1.08,93,100,1.54,SE,1674448531
208,georgetown,5.4112,100.3354,30.97,62,20,2.57,MY,1674448531
209,marrakesh,31.6315,-8.0083,8.04,87,0,2.06,MA,1674448287
210,camacha,33.0833,-16.3333,14.68,67,40,7.72,PT,1674448532
211,kodiak,57.79,-152.4072,2.73,93,100,5.66,US,1674448533
212,fernie,49.5,-115.0687,-2.89,99,93,0.94,CA,1674448239
213,sorrento,40.626,14.3744,5.75,63,71,5.2,IT,1674448534
214,dauphin,51.1494,-100.0502,-0.92,97,100,5.66,CA,1674448431
215,san luis,-33.295,-66.3356,20.98,62,0,2.66,AR,1674448534
216,port hawkesbury,45.6169,-61.3485,-0.46,92,100,3.6,CA,1674448520
217,venado tuerto,-33.7456,-61.9688,21.37,38,9,1.74,AR,1674448535
218,half moon bay,37.4636,-122.4286,13.5,39,0,8.75,US,1674448535
219,bethel,41.3712,-73.414,3.05,87,100,1.54,US,1674448536
220,thap than,15.4606,99.8917,32.06,21,2,1.8,TH,1674448536
221,tommot,58.9564,126.2925,-30.62,91,100,5.03,RU,1674448537
222,port lincoln,-34.7333,135.8667,21.82,62,100,4.68,AU,1674448537
223,lagoa,39.05,-27.9833,15.51,88,0,11.28,PT,1674448538
224,kirakira,-10.4544,161.9205,27.96,75,100,2.69,SB,1674448538
225,severo-kurilsk,50.6789,156.125,-7.95,55,96,3.24,RU,1674448539
226,pocone,-16.2567,-56.6228,26.12,69,94,1.84,BR,1674448539
227,visnes,59.3556,5.2242,2.34,75,100,8.75,NO,1674448540
228,abbeville,50.1,1.8333,1.94,88,83,2.41,FR,1674448541
229,cidreira,-30.1811,-50.2056,22.64,86,0,0.96,BR,1674448541
230,fairbanks,64.8378,-147.7164,-28.02,72,100,0.0,US,1674448521
231,vardo,70.3705,31.1107,-2.01,80,40,10.29,NO,1674448542
232,saint george,37.1041,-113.5841,2.75,43,100,5.14,US,1674448427
233,klaksvik,62.2266,-6.589,6.51,92,100,6.22,FO,1674448543
234,aswan,24.0934,32.907,12.61,37,0,2.57,EG,1674448543
235,okhotsk,59.3833,143.3,-24.64,83,43,4.36,RU,1674448333
236,poso,-1.3959,120.7524,29.66,64,100,1.97,ID,1674448544
237,ambulu,-8.345,113.6058,29.64,60,76,2.84,ID,1674448544
238,dingle,10.9995,122.6711,25.73,85,100,5.42,PH,1674448545
239,provideniya,64.3833,-173.3,-17.94,65,75,15.0,RU,1674448546
240,khorinsk,52.1657,109.7726,-32.8,84,47,1.75,RU,1674448546
241,kahului,20.8947,-156.47,25.01,73,75,5.66,US,1674448546
242,zabid,14.1951,43.3152,23.58,65,23,0.27,YE,1674448547
243,petropavlovsk-kamchatskiy,53.0452,158.6483,-12.67,79,75,3.0,RU,1674448300
244,rabo de peixe,37.8,-25.5833,14.73,82,75,7.72,PT,1674448548
245,port alfred,-33.5906,26.891,21.21,97,56,3.31,ZA,1674448548
246,nicolas bravo,18.45,-88.9167,20.67,99,3,1.47,MX,1674448549
247,lompoc,34.6391,-120.4579,11.08,59,0,9.83,US,1674448549
248,bichura,50.5881,107.6022,-27.02,77,13,1.76,RU,1674448549
249,pedernales,18.0384,-71.744,23.33,49,34,2.81,DO,1674448550
250,aksu,41.1231,80.2644,-8.73,65,2,2.54,CN,1674448550
251,comodoro rivadavia,-45.8667,-67.5,14.92,58,0,6.17,AR,1674448463
252,kieta,-6.2167,155.6333,28.71,70,95,1.88,PG,1674448551
253,kenai,60.5544,-151.2583,-2.7,69,0,6.17,US,1674448466
254,ouro branco,-20.5208,-43.6919,16.87,96,100,1.47,BR,1674448552
255,rio grande,-32.035,-52.0986,21.48,81,1,1.44,BR,1674448552
256,mersin,36.862,34.6509,11.03,46,0,2.26,TR,1674448552
257,killybegs,54.6333,-8.45,7.31,96,94,2.68,IE,1674448553
258,yaan,7.3833,8.5667,22.94,29,77,1.81,NG,1674448553
259,komsomolskiy,40.4272,71.7189,-3.85,71,100,0.95,UZ,1674448554
260,lumby,50.2498,-118.969,-4.98,86,38,1.03,CA,1674448554
261,hengyang,26.8881,112.615,7.83,71,100,4.21,CN,1674448555
262,ladispoli,41.9537,12.0735,4.77,85,100,2.04,IT,1674448555
263,te anau,-45.4167,167.7167,20.24,33,3,2.66,NZ,1674448556
264,vanimo,-2.6741,141.3028,28.65,71,94,1.51,PG,1674448556
265,derzhavinsk,51.1,66.3167,-12.94,87,99,3.49,KZ,1674448557
266,puebloviejo,10.9938,-74.2844,28.1,61,20,4.12,CO,1674448557
267,hambantota,6.1241,81.1185,27.19,89,40,3.09,LK,1674448558
268,piranhas,-16.4269,-51.8222,21.7,98,100,1.52,BR,1674448558
269,halifax,44.6453,-63.5724,3.0,86,100,5.66,CA,1674447969
270,cartagena,10.3997,-75.5144,24.79,88,0,2.06,CO,1674447794
271,faanui,-16.4833,-151.75,25.49,74,88,0.22,PF,1674448559
272,ust-maya,60.4167,134.5333,-41.39,91,100,0.22,RU,1674448559
273,qixingtai,30.4135,111.8874,12.13,31,89,8.47,CN,1674448560
274,bangkalan,-7.0455,112.7351,30.97,67,68,1.04,ID,1674448561
275,gunjur,13.2019,-16.7339,20.18,75,0,4.87,GM,1674448561
276,vitim,59.4511,112.5578,-32.21,89,100,4.25,RU,1674448562
277,usinsk,65.9939,57.5281,-6.44,95,100,6.98,RU,1674448562
278,bar harbor,44.3876,-68.2039,-1.52,94,100,0.0,US,1674448563
279,tasiilaq,65.6145,-37.6368,-7.91,57,12,3.72,GL,1674448276
280,nova mayachka,46.6,33.2271,-1.19,90,7,3.73,UA,1674448564
281,vao,-22.6667,167.4833,26.72,84,84,5.75,NC,1674448565
282,madang,-5.2246,145.7966,28.96,68,100,0.41,PG,1674448565
283,livani,56.3543,26.1758,-7.38,97,88,0.89,LV,1674448566
284,oksfjord,70.2396,22.3479,4.1,78,100,5.08,NO,1674448566
285,laguna,38.421,-121.4238,11.16,46,0,5.66,US,1674448567
286,port huron,42.9709,-82.4249,-0.87,93,40,1.54,US,1674448459
287,heihe,50.2441,127.4902,-30.68,79,100,4.34,CN,1674448328
288,ibia,-19.4783,-46.5389,20.7,99,100,2.15,BR,1674448285
289,ilulissat,69.2167,-51.1,-7.99,86,100,4.12,GL,1674448568
290,coroico,-16.1889,-67.7271,17.84,91,91,0.52,BO,1674448569
291,hasaki,35.7333,140.8333,6.27,79,100,6.27,JP,1674448569
292,abay,49.6311,72.8539,-19.79,80,100,2.97,KZ,1674448569
293,codrington,-38.2667,141.9667,21.79,62,11,6.1,AU,1674448570
294,teknaf,20.8624,92.3058,27.89,29,53,4.33,BD,1674448570
295,geraldton,-28.7667,114.6,27.23,61,8,6.69,AU,1674448287
296,villa carlos paz,-31.4241,-64.4978,21.14,30,2,1.79,AR,1674448571
297,oskarshamn,57.2645,16.4484,-0.01,91,9,1.44,SE,1674448572
298,mecca,21.4267,39.8261,22.53,73,0,1.35,SA,1674448572
299,namibe,-15.1961,12.1522,22.2,83,100,2.23,AO,1674448573
300,souillac,-20.5167,57.5167,25.21,88,75,1.54,MU,1674448573
301,marawi,7.9986,124.2928,20.41,94,100,1.28,PH,1674448574
302,mto wa mbu,-3.35,35.85,22.23,65,98,0.85,TZ,1674448575
303,annau,37.8876,58.516,-5.28,74,5,0.0,TM,1674448575
304,mae chan,20.1467,99.8526,26.49,24,44,0.86,TH,1674448576
305,matara,5.9485,80.5353,29.2,61,94,4.44,LK,1674448576
306,soyo,-6.1349,12.3689,25.78,85,100,1.7,AO,1674448576
307,cairns,-16.9167,145.7667,35.04,57,40,5.66,AU,1674448577
308,alice springs,-23.7,133.8833,34.75,14,14,2.57,AU,1674448578
309,carnarvon,-24.8667,113.6333,27.77,61,56,6.1,AU,1674448518
310,acapulco,16.8634,-99.8901,24.9,78,0,2.06,MX,1674448434
311,yongan,39.6957,113.6871,-15.29,53,99,6.34,CN,1674448578
312,honningsvag,70.9821,25.9704,0.86,75,20,13.38,NO,1674448579
313,saint-joseph,-21.3667,55.6167,25.21,79,100,1.0,RE,1674448416
314,port elizabeth,-33.918,25.5701,21.84,95,75,1.03,ZA,1674448580
315,iaciara,-14.0958,-46.6317,19.79,95,100,0.7,BR,1674448580
316,escanaba,45.7453,-87.0646,-4.46,93,100,0.0,US,1674448581
317,south lake tahoe,38.9332,-119.9844,-5.06,69,100,5.14,US,1674448582
318,aguimes,27.9054,-15.4461,15.37,72,40,5.66,ES,1674448583
319,pangody,65.85,74.4859,-19.35,98,96,3.2,RU,1674448342
320,tabou,4.423,-7.3528,25.37,86,96,3.5,CI,1674448583
321,nome,64.5011,-165.4064,-18.96,55,0,2.06,US,1674448584
322,acajutla,13.5928,-89.8275,24.17,79,6,2.7,SV,1674448453
323,bairiki,1.3292,172.9752,30.0,70,20,3.6,KI,1674448584
324,lewistown,40.5992,-77.5714,2.33,100,100,0.0,US,1674448585
325,pelotas,-31.7719,-52.3425,19.86,87,5,1.13,BR,1674448585
326,leningradskiy,69.3833,178.4167,-34.97,92,28,3.43,RU,1674448586
327,puerto colombia,10.9878,-74.9547,26.05,81,3,8.89,CO,1674448587
